week,state,district,risk_category,severity_score,severity_trend,dominant_signal,signal_contribution,enrol_total,demo_total,bio_total,enrol_age_0_5,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,is_anomaly,data_quality_flag,data_completeness
2025-12-23/2025-12-29,UTTAR PRADESH,PRATAPGARH,Watchlist,84.67898677777167,stable,Demographic,Demographic (36%),723,5723,2634,472,232,19,485,5238,1275,1359,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,PRATAPGARH,Watchlist,63.4760228490709,accelerating_down,Enrolment,Enrolment (47%),358,0,0,149,209,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,PRAYAGRAJ,Watchlist,80.67881271011117,insufficient_data,Demographic,Demographic (41%),0,59281,25494,0,0,0,4550,54731,16756,8738,True,partial,66.66666666666666
2025-04-01/2025-04-07,UTTAR PRADESH,PRAYAGRAJ,Stable,55.06065158448837,declining,Biometric,Biometric (58%),0,0,38647,0,0,0,0,0,28429,10218,False,partial,33.33333333333333
2025-04-29/2025-05-05,UTTAR PRADESH,PRAYAGRAJ,Watchlist,70.18841469454067,accelerating_up,Biometric,Biometric (46%),87,0,35112,23,45,19,0,0,25853,9259,False,partial,66.66666666666666
2025-05-27/2025-06-02,UTTAR PRADESH,PRAYAGRAJ,Stable,55.902117601577345,accelerating_down,Biometric,Biometric (56%),0,0,30886,0,0,0,0,0,21414,9472,False,partial,33.33333333333333
2025-07-01/2025-07-07,UTTAR PRADESH,PRAYAGRAJ,Critical,84.15808423714678,accelerating_up,Biometric,Biometric (39%),1066,1764,43613,503,540,23,260,1504,29165,14448,True,complete,100.0
2025-08-26/2025-09-01,UTTAR PRADESH,PRAYAGRAJ,Critical,97.85290171640008,rising,Biometric,Biometric (33%),314,2000,1350,168,146,0,350,1650,881,469,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,PRAYAGRAJ,Critical,97.94105674120993,stable,Enrolment,Enrolment (33%),1729,14488,7128,894,835,0,2640,11848,4691,2437,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,PRAYAGRAJ,Critical,97.98366799987,stable,Demographic,Demographic (34%),1867,15175,9788,1041,823,3,2535,12640,7015,2773,True,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,PRAYAGRAJ,Critical,98.24449687265997,stable,Demographic,Demographic (34%),1261,10092,10791,675,582,4,1425,8667,8360,2431,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,PRAYAGRAJ,Watchlist,64.21629708493427,accelerating_down,Enrolment,Enrolment (48%),617,0,0,272,342,3,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,PRAYAGRAJ,Watchlist,63.63483347933402,stable,Enrolment,Enrolment (47%),10,0,0,0,10,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,PRAYAGRAJ,Critical,92.11276971058517,accelerating_up,Demographic,Demographic (36%),237,1173,6,126,110,1,103,1070,4,2,False,complete,100.0
2025-10-14/2025-10-20,UTTAR PRADESH,PRAYAGRAJ,Critical,96.3281186345662,rising,Biometric,Biometric (34%),1262,7971,5825,677,581,4,960,7011,3696,2129,False,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,PRAYAGRAJ,Critical,96.10696735495773,stable,Demographic,Demographic (34%),511,6927,4781,267,232,12,678,6249,2974,1807,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,PRAYAGRAJ,Critical,96.6072667143082,stable,Enrolment,Enrolment (34%),1472,10260,10709,674,699,99,1045,9215,6423,4286,False,complete,100.0
2025-11-04/2025-11-10,UTTAR PRADESH,PRAYAGRAJ,Critical,95.22967187344835,stable,Biometric,Biometric (33%),1172,10351,7883,638,527,7,1014,9337,4897,2986,False,complete,100.0
2025-11-11/2025-11-17,UTTAR PRADESH,PRAYAGRAJ,Critical,96.39759290011372,stable,Biometric,Biometric (34%),1236,9881,10315,662,537,37,860,9021,6517,3798,False,complete,100.0
2025-11-18/2025-11-24,UTTAR PRADESH,PRAYAGRAJ,Critical,95.80365360654736,stable,Biometric,Biometric (34%),618,2871,2637,380,230,8,215,2656,1540,1097,False,complete,100.0
2025-11-25/2025-12-01,UTTAR PRADESH,PRAYAGRAJ,Critical,96.43533679973973,stable,Demographic,Demographic (34%),163,10065,4127,102,61,0,631,9434,2655,1472,False,complete,100.0
2025-12-02/2025-12-08,UTTAR PRADESH,PRAYAGRAJ,Watchlist,80.57391704800162,accelerating_down,Demographic,Demographic (40%),0,11894,7759,0,0,0,942,10952,4242,3517,False,partial,66.66666666666666
2025-12-09/2025-12-15,UTTAR PRADESH,PRAYAGRAJ,Critical,94.93411089630351,accelerating_up,Demographic,Demographic (35%),342,13300,7461,207,135,0,1060,12240,3871,3590,False,complete,100.0
2025-12-16/2025-12-22,UTTAR PRADESH,PRAYAGRAJ,Critical,93.79573427070383,stable,Demographic,Demographic (35%),296,9390,3378,293,3,0,768,8622,2033,1345,False,complete,100.0
2025-12-23/2025-12-29,UTTAR PRADESH,PRAYAGRAJ,Critical,95.13605453611109,stable,Demographic,Demographic (35%),965,13385,5062,650,312,3,1119,12266,2767,2295,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,PRAYAGRAJ,Watchlist,65.18153204992464,accelerating_down,Enrolment,Enrolment (49%),483,0,0,207,273,3,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,RAE BARELI,Watchlist,76.74082266371063,insufficient_data,Demographic,Demographic (40%),0,35858,18139,0,0,0,2445,33413,12282,5857,True,partial,66.66666666666666
2025-04-01/2025-04-07,UTTAR PRADESH,RAE BARELI,Stable,51.4584015521815,declining,Biometric,Biometric (55%),0,0,18859,0,0,0,0,0,13315,5544,False,partial,33.33333333333333
2025-04-29/2025-05-05,UTTAR PRADESH,RAE BARELI,Stable,51.66619886039706,stable,Biometric,Biometric (53%),0,0,15859,0,0,0,0,0,10808,5051,False,partial,33.33333333333333
2025-05-27/2025-06-02,UTTAR PRADESH,RAE BARELI,Stable,48.79158927693683,stable,Biometric,Biometric (50%),0,0,11764,0,0,0,0,0,6598,5166,False,partial,33.33333333333333
2025-07-01/2025-07-07,UTTAR PRADESH,RAE BARELI,Stable,48.284898357848704,stable,Biometric,Biometric (56%),0,0,19105,0,0,0,0,0,11239,7866,False,partial,33.33333333333333
2025-08-26/2025-09-01,UTTAR PRADESH,RAE BARELI,Emerging_Risk,89.3119394563285,accelerating_up,Demographic,Demographic (36%),196,1607,578,101,94,1,300,1307,339,239,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,RAE BARELI,Watchlist,88.8858581242301,stable,Demographic,Demographic (35%),921,7609,3015,513,403,5,1150,6459,1791,1224,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,RAE BARELI,Critical,92.89885332519762,rising,Demographic,Demographic (34%),1213,8084,6441,674,534,5,1351,6733,4801,1640,True,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,RAE BARELI,Critical,94.24450551582773,stable,Biometric,Biometric (34%),966,6087,7213,544,418,4,864,5223,5819,1394,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,RAE BARELI,Watchlist,63.781247190525434,accelerating_down,Enrolment,Enrolment (47%),582,0,0,281,299,2,0,0,0,0,True,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,RAE BARELI,Watchlist,60.81613356978805,stable,Enrolment,Enrolment (45%),6,0,0,1,5,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,RAE BARELI,Emerging_Risk,79.52672667158211,accelerating_up,Demographic,Demographic (40%),167,744,1,102,65,0,56,688,0,1,False,complete,100.0
2025-10-14/2025-10-20,UTTAR PRADESH,RAE BARELI,Critical,93.20921613879013,rising,Enrolment,Enrolment (34%),1108,4544,4697,669,434,5,507,4037,3189,1508,False,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,RAE BARELI,Watchlist,89.93201464750875,declining,Enrolment,Enrolment (34%),413,3761,3269,237,176,0,331,3430,2114,1155,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,RAE BARELI,Critical,90.86398990659748,stable,Enrolment,Enrolment (34%),1121,6075,5670,670,448,3,510,5565,3424,2246,False,complete,100.0
2025-11-04/2025-11-10,UTTAR PRADESH,RAE BARELI,Watchlist,87.48872240975984,declining,Enrolment,Enrolment (34%),826,6492,3990,550,272,4,551,5941,2313,1677,False,complete,100.0
2025-11-11/2025-11-17,UTTAR PRADESH,RAE BARELI,Watchlist,89.40935062008415,stable,Demographic,Demographic (34%),858,5842,4996,507,343,8,419,5423,3021,1975,False,complete,100.0
2025-11-18/2025-11-24,UTTAR PRADESH,RAE BARELI,Watchlist,87.91298576226411,stable,Demographic,Demographic (35%),458,2397,1035,315,142,1,158,2239,594,441,False,complete,100.0
2025-11-25/2025-12-01,UTTAR PRADESH,RAE BARELI,Watchlist,86.87343182279706,stable,Biometric,Biometric (35%),98,4889,2576,70,28,0,322,4567,1645,931,False,complete,100.0
2025-12-02/2025-12-08,UTTAR PRADESH,RAE BARELI,Watchlist,75.71165051260436,accelerating_down,Demographic,Demographic (40%),0,7165,5275,0,0,0,610,6555,2992,2283,False,partial,66.66666666666666
2025-12-09/2025-12-15,UTTAR PRADESH,RAE BARELI,Emerging_Risk,89.89609473700806,accelerating_up,Demographic,Demographic (35%),325,7354,5050,163,162,0,569,6785,2654,2396,False,complete,100.0
2025-12-16/2025-12-22,UTTAR PRADESH,RAE BARELI,Watchlist,88.9738572783035,stable,Demographic,Demographic (35%),284,4943,2324,282,2,0,457,4486,1353,971,False,complete,100.0
2025-12-23/2025-12-29,UTTAR PRADESH,RAE BARELI,Watchlist,88.30670001166514,stable,Demographic,Demographic (35%),864,6867,3064,581,278,5,597,6270,1568,1496,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,RAE BARELI,Watchlist,65.10737947597448,accelerating_down,Enrolment,Enrolment (48%),477,0,0,201,270,6,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,RAMPUR,Watchlist,68.5692997652762,insufficient_data,Demographic,Demographic (40%),0,22056,12085,0,0,0,1671,20385,8964,3121,False,partial,66.66666666666666
2025-04-01/2025-04-07,UTTAR PRADESH,RAMPUR,Critical,89.89549048409566,rising,Enrolment,Enrolment (35%),1246,6749,16153,894,333,19,756,5993,12273,3880,True,complete,100.0
2025-04-29/2025-05-05,UTTAR PRADESH,RAMPUR,Watchlist,67.91873355056481,accelerating_down,Enrolment,Enrolment (47%),2031,0,11238,1304,700,27,0,0,7888,3350,False,partial,66.66666666666666
2025-05-27/2025-06-02,UTTAR PRADESH,RAMPUR,Critical,86.47543635240393,accelerating_up,Demographic,Demographic (39%),1466,22887,8191,694,751,21,1337,21550,4931,3260,True,complete,100.0
2025-07-01/2025-07-07,UTTAR PRADESH,RAMPUR,Watchlist,86.56006759109255,stable,Demographic,Demographic (38%),4487,21114,10516,2383,2022,82,1590,19524,6130,4386,True,complete,100.0
2025-08-26/2025-09-01,UTTAR PRADESH,RAMPUR,Stable,49.17960830312879,accelerating_down,Demographic,Demographic (35%),41,214,154,20,20,1,29,185,97,57,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,RAMPUR,Emerging_Risk,79.56674780340938,accelerating_up,Demographic,Demographic (35%),645,3579,2153,350,291,4,507,3072,1295,858,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,RAMPUR,Watchlist,81.93568388713369,stable,Demographic,Demographic (35%),716,4479,3749,423,286,7,575,3904,2760,989,False,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,RAMPUR,Emerging_Risk,86.95487847173385,accelerating_up,Demographic,Demographic (35%),580,4337,4194,331,240,9,505,3832,3349,845,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,RAMPUR,Stable,58.682462428053896,accelerating_down,Enrolment,Enrolment (43%),319,0,0,181,137,1,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,RAMPUR,Stable,48.71230454644356,declining,Demographic,Demographic (34%),2,0,0,0,2,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,RAMPUR,Watchlist,71.90637967627771,accelerating_up,Enrolment,Enrolment (38%),123,278,1,77,46,0,9,269,0,1,False,complete,100.0
2025-10-14/2025-10-20,UTTAR PRADESH,RAMPUR,Emerging_Risk,80.80499478078119,rising,Enrolment,Enrolment (36%),633,2067,2729,427,204,2,199,1868,1823,906,False,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,RAMPUR,Watchlist,76.07630345361532,declining,Enrolment,Enrolment (35%),230,2075,1722,139,90,1,172,1903,1076,646,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,RAMPUR,Emerging_Risk,83.94071695793967,accelerating_up,Enrolment,Enrolment (35%),891,3631,4340,545,340,6,337,3294,2590,1750,False,complete,100.0
2025-11-04/2025-11-10,UTTAR PRADESH,RAMPUR,Watchlist,82.33789398675151,stable,Enrolment,Enrolment (36%),744,4313,3048,464,251,29,360,3953,1821,1227,False,complete,100.0
2025-11-11/2025-11-17,UTTAR PRADESH,RAMPUR,Emerging_Risk,86.4919694043972,rising,Demographic,Demographic (34%),725,5213,4153,444,272,9,311,4902,2402,1751,False,complete,100.0
2025-11-18/2025-11-24,UTTAR PRADESH,RAMPUR,Watchlist,82.80260442981061,declining,Demographic,Demographic (35%),296,1516,1143,223,72,1,58,1458,650,493,False,complete,100.0
2025-11-25/2025-12-01,UTTAR PRADESH,RAMPUR,Emerging_Risk,85.84924840266818,rising,Demographic,Demographic (36%),82,6239,2330,51,30,1,281,5958,1349,981,False,complete,100.0
2025-12-02/2025-12-08,UTTAR PRADESH,RAMPUR,Watchlist,71.98114587384354,accelerating_down,Demographic,Demographic (41%),0,6003,3909,0,0,0,371,5632,1899,2010,False,partial,66.66666666666666
2025-12-09/2025-12-15,UTTAR PRADESH,RAMPUR,Emerging_Risk,80.97249344695675,accelerating_up,Demographic,Demographic (37%),182,5622,3747,128,54,0,329,5293,1942,1805,False,complete,100.0
2025-12-16/2025-12-22,UTTAR PRADESH,RAMPUR,Watchlist,77.31323628751443,declining,Demographic,Demographic (37%),186,2815,1678,184,2,0,213,2602,1000,678,False,complete,100.0
2025-12-23/2025-12-29,UTTAR PRADESH,RAMPUR,Watchlist,80.20663339344964,stable,Demographic,Demographic (37%),612,5175,2026,379,216,17,380,4795,1032,994,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,RAMPUR,Watchlist,60.95483533476536,accelerating_down,Enrolment,Enrolment (45%),258,0,0,128,124,6,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,SAHARANPUR,Watchlist,76.77960011125333,insufficient_data,Biometric,Biometric (40%),0,29030,22676,0,0,0,2071,26959,14380,8296,True,partial,66.66666666666666
2025-03-11/2025-03-17,UTTAR PRADESH,SAHARANPUR,Watchlist,61.296054710302755,declining,Enrolment,Enrolment (42%),253,0,0,91,152,10,0,0,0,0,False,partial,33.33333333333333
2025-04-01/2025-04-07,UTTAR PRADESH,SAHARANPUR,Critical,95.55587886237782,accelerating_up,Demographic,Demographic (34%),2061,14586,22582,1499,533,29,1506,13080,13346,9236,True,complete,100.0
2025-04-29/2025-05-05,UTTAR PRADESH,SAHARANPUR,Watchlist,75.80303834083557,accelerating_down,Demographic,Demographic (43%),0,15480,20060,0,0,0,1414,14066,11900,8160,False,partial,66.66666666666666
2025-05-27/2025-06-02,UTTAR PRADESH,SAHARANPUR,Critical,90.3850244986909,accelerating_up,Enrolment,Enrolment (36%),1528,5028,16914,929,585,14,354,4674,9426,7488,False,complete,100.0
2025-07-01/2025-07-07,UTTAR PRADESH,SAHARANPUR,Critical,92.78706138498828,stable,Demographic,Demographic (34%),2920,11401,25826,2054,852,14,853,10548,15228,10598,True,complete,100.0
2025-08-26/2025-09-01,UTTAR PRADESH,SAHARANPUR,Watchlist,79.35702950321698,accelerating_down,Biometric,Biometric (38%),87,616,850,55,32,0,68,548,563,287,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,SAHARANPUR,Critical,93.22409380268708,accelerating_up,Biometric,Biometric (34%),1116,6347,5312,788,326,2,791,5556,3308,2004,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,SAHARANPUR,Critical,92.06304613518803,stable,Demographic,Demographic (34%),1092,7970,6499,734,356,2,991,6979,4484,2015,False,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,SAHARANPUR,Critical,93.72957343264736,stable,Biometric,Biometric (34%),933,5435,7587,689,243,1,530,4905,5870,1717,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,SAHARANPUR,Watchlist,64.18149309338156,accelerating_down,Enrolment,Enrolment (48%),616,0,0,411,204,1,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,SAHARANPUR,Stable,39.09556367858082,declining,Demographic,Demographic (42%),1,0,0,1,0,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,SAHARANPUR,Emerging_Risk,86.2260951280272,accelerating_up,Enrolment,Enrolment (35%),192,432,5,147,45,0,23,409,3,2,False,complete,100.0
2025-10-14/2025-10-20,UTTAR PRADESH,SAHARANPUR,Critical,93.38601140682637,rising,Biometric,Biometric (34%),1081,4536,5008,820,256,5,428,4108,3224,1784,False,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,SAHARANPUR,Critical,90.90625788974462,stable,Biometric,Biometric (34%),342,3790,4286,248,89,5,289,3501,2602,1684,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,SAHARANPUR,Critical,92.5957440290678,stable,Enrolment,Enrolment (35%),1397,5150,7955,1004,389,4,343,4807,4810,3145,False,complete,100.0
2025-11-04/2025-11-10,UTTAR PRADESH,SAHARANPUR,Critical,91.14224700014069,stable,Enrolment,Enrolment (34%),1051,6751,5081,807,243,1,504,6247,2963,2118,False,complete,100.0
2025-11-11/2025-11-17,UTTAR PRADESH,SAHARANPUR,Critical,94.4175936873416,rising,Biometric,Biometric (34%),1137,6925,8837,834,301,2,420,6505,5078,3759,False,complete,100.0
2025-11-18/2025-11-24,UTTAR PRADESH,SAHARANPUR,Critical,95.81034211995211,stable,Enrolment,Enrolment (34%),737,3901,2027,596,138,3,223,3678,1130,897,False,complete,100.0
2025-11-25/2025-12-01,UTTAR PRADESH,SAHARANPUR,Critical,92.75791030573487,declining,Biometric,Biometric (35%),121,7276,4020,78,43,0,337,6939,2351,1669,False,complete,100.0
2025-12-02/2025-12-08,UTTAR PRADESH,SAHARANPUR,Watchlist,79.94842648693694,accelerating_down,Biometric,Biometric (40%),0,9346,8008,0,0,0,529,8817,4618,3390,False,partial,66.66666666666666
2025-12-09/2025-12-15,UTTAR PRADESH,SAHARANPUR,Critical,95.39356263516572,accelerating_up,Biometric,Biometric (34%),442,8497,8315,302,140,0,536,7961,4583,3732,False,complete,100.0
2025-12-16/2025-12-22,UTTAR PRADESH,SAHARANPUR,Critical,96.97997292269031,stable,Enrolment,Enrolment (34%),566,6202,4103,565,1,0,476,5726,2456,1647,False,complete,100.0
2025-12-23/2025-12-29,UTTAR PRADESH,SAHARANPUR,Critical,92.86137410821607,declining,Demographic,Demographic (34%),1006,7941,4486,781,224,1,634,7307,2260,2226,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,SAHARANPUR,Watchlist,64.12485787113482,accelerating_down,Enrolment,Enrolment (48%),407,0,0,204,198,5,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,SAMBHAL,Watchlist,61.04651219084921,insufficient_data,Demographic,Demographic (45%),0,20962,5812,0,0,0,1251,19711,4134,1678,True,partial,66.66666666666666
2025-04-01/2025-04-07,UTTAR PRADESH,SAMBHAL,Stable,42.90697321461823,declining,Biometric,Biometric (45%),0,0,8124,0,0,0,0,0,6146,1978,True,partial,33.33333333333333
2025-04-29/2025-05-05,UTTAR PRADESH,SAMBHAL,Stable,58.80690665155387,accelerating_up,Enrolment,Enrolment (50%),461,0,6139,222,228,11,0,0,4413,1726,False,partial,66.66666666666666
2025-05-27/2025-06-02,UTTAR PRADESH,SAMBHAL,Stable,39.70765441285864,accelerating_down,Biometric,Biometric (37%),0,0,4691,0,0,0,0,0,3039,1652,False,partial,33.33333333333333
2025-07-01/2025-07-07,UTTAR PRADESH,SAMBHAL,Critical,59.31952395818276,accelerating_up,Enrolment,Enrolment (49%),1738,0,9300,962,746,30,0,0,6581,2719,True,partial,66.66666666666666
2025-08-26/2025-09-01,UTTAR PRADESH,SAMBHAL,Stable,52.94758699822364,accelerating_down,Biometric,Biometric (47%),26,130,493,16,9,1,17,113,357,136,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,SAMBHAL,Emerging_Risk,75.64228670912743,accelerating_up,Demographic,Demographic (38%),507,3853,1715,309,187,11,602,3251,1175,540,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,SAMBHAL,Watchlist,74.90431920488797,stable,Demographic,Demographic (36%),586,3801,2429,352,221,13,592,3209,1825,604,False,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,SAMBHAL,Watchlist,75.66797479474327,stable,Demographic,Demographic (38%),342,3416,2579,190,146,6,437,2979,2080,499,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,SAMBHAL,Stable,52.400341952790335,accelerating_down,Enrolment,Enrolment (36%),180,0,0,104,67,9,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,SAMBHAL,Stable,54.598413181083686,stable,Enrolment,Enrolment (39%),3,0,0,0,3,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,SAMBHAL,Stable,51.74499857652155,stable,Demographic,Demographic (46%),61,206,0,42,19,0,18,188,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,UTTAR PRADESH,SAMBHAL,Watchlist,71.75383341912928,accelerating_up,Enrolment,Enrolment (35%),422,1863,1733,263,153,6,145,1718,1231,502,False,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,SAMBHAL,Watchlist,71.53911085585604,stable,Demographic,Demographic (36%),185,2085,1252,100,78,7,184,1901,843,409,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,SAMBHAL,Watchlist,69.71285924291195,stable,Demographic,Demographic (37%),344,3095,3113,209,130,5,255,2840,2161,952,False,complete,100.0
2025-11-04/2025-11-10,UTTAR PRADESH,SAMBHAL,Watchlist,70.62535179291281,stable,Demographic,Demographic (36%),373,3275,2022,240,126,7,227,3048,1371,651,False,complete,100.0
2025-11-11/2025-11-17,UTTAR PRADESH,SAMBHAL,Watchlist,74.96925943501161,rising,Demographic,Demographic (37%),344,3727,3350,225,116,3,191,3536,2309,1041,False,complete,100.0
2025-11-18/2025-11-24,UTTAR PRADESH,SAMBHAL,Watchlist,75.66948111366446,stable,Demographic,Demographic (35%),253,1169,793,184,62,7,70,1099,558,235,False,complete,100.0
2025-11-25/2025-12-01,UTTAR PRADESH,SAMBHAL,Watchlist,74.42442876919962,stable,Demographic,Demographic (36%),60,3420,1519,40,19,1,155,3265,1097,422,False,complete,100.0
2025-12-02/2025-12-08,UTTAR PRADESH,SAMBHAL,Watchlist,69.64072802496827,declining,Demographic,Demographic (42%),0,5916,3166,0,0,0,382,5534,2129,1037,False,partial,66.66666666666666
2025-12-09/2025-12-15,UTTAR PRADESH,SAMBHAL,Watchlist,74.2481500515338,rising,Demographic,Demographic (41%),88,5983,3562,48,39,1,413,5570,2276,1286,False,complete,100.0
2025-12-16/2025-12-22,UTTAR PRADESH,SAMBHAL,Watchlist,68.59829324139675,accelerating_down,Demographic,Demographic (43%),75,3210,1370,75,0,0,228,2982,933,437,False,complete,100.0
2025-12-23/2025-12-29,UTTAR PRADESH,SAMBHAL,Watchlist,72.75273149205098,rising,Demographic,Demographic (38%),449,3749,1683,309,133,7,290,3459,1053,630,False,complete,100.0
2025-12-30/2026-01-05,UTTAR PRADESH,SAMBHAL,Stable,59.13809727298637,accelerating_down,Enrolment,Enrolment (43%),207,0,0,114,83,10,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,68.49856679897162,insufficient_data,Demographic,Demographic (44%),0,29086,9320,0,0,0,2149,26937,4790,4530,True,partial,66.66666666666666
2025-04-01/2025-04-07,UTTAR PRADESH,SANT KABEER NAGAR,Stable,47.07305368676443,declining,Biometric,Biometric (50%),0,0,12579,0,0,0,0,0,8198,4381,True,partial,33.33333333333333
2025-04-29/2025-05-05,UTTAR PRADESH,SANT KABEER NAGAR,Stable,43.844298991327534,declining,Biometric,Biometric (43%),0,0,7587,0,0,0,0,0,4416,3171,False,partial,33.33333333333333
2025-05-27/2025-06-02,UTTAR PRADESH,SANT KABEER NAGAR,Stable,40.92928703251053,stable,Biometric,Biometric (39%),0,0,5558,0,0,0,0,0,2742,2816,False,partial,33.33333333333333
2025-07-01/2025-07-07,UTTAR PRADESH,SANT KABEER NAGAR,Stable,43.54911017552807,stable,Biometric,Biometric (51%),0,0,12440,0,0,0,0,0,7327,5113,False,partial,33.33333333333333
2025-08-26/2025-09-01,UTTAR PRADESH,SANT KABEER NAGAR,Emerging_Risk,78.10838418188933,accelerating_up,Demographic,Demographic (38%),125,927,336,43,82,0,171,756,194,142,False,complete,100.0
2025-09-02/2025-09-08,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,79.26067979475074,stable,Demographic,Demographic (37%),568,4312,2009,209,354,5,836,3476,1172,837,False,complete,100.0
2025-09-09/2025-09-15,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,77.5452623013916,stable,Demographic,Demographic (38%),508,4800,3073,198,309,1,860,3940,2174,899,False,complete,100.0
2025-09-16/2025-09-22,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,77.20974882992428,stable,Demographic,Demographic (36%),336,3154,3397,123,212,1,527,2627,2681,716,False,complete,100.0
2025-09-23/2025-09-29,UTTAR PRADESH,SANT KABEER NAGAR,Stable,57.74275465613082,accelerating_down,Enrolment,Enrolment (42%),291,0,0,112,179,0,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,UTTAR PRADESH,SANT KABEER NAGAR,Stable,59.82129830759535,stable,Enrolment,Enrolment (44%),5,0,0,0,5,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,71.0382700404814,accelerating_up,Demographic,Demographic (40%),95,340,1,46,48,1,38,302,1,0,False,complete,100.0
2025-10-14/2025-10-20,UTTAR PRADESH,SANT KABEER NAGAR,Critical,81.31132377607959,rising,Enrolment,Enrolment (35%),605,2271,2659,276,324,5,296,1975,1786,873,True,complete,100.0
2025-10-21/2025-10-27,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,78.95086341906756,stable,Enrolment,Enrolment (34%),231,2214,2208,101,129,1,219,1995,1414,794,False,complete,100.0
2025-10-28/2025-11-03,UTTAR PRADESH,SANT KABEER NAGAR,Watchlist,73.37409524612184,accelerating_down,Enrolment,Enrolment (34%),553,2795,3010,247,303,3,241,2554,1777,1233,False,complete,100.0
